,count,key,month,satellite,vis_median,year
254,39492,west-bengal-murshidabad,4,F10,-1.4462,1994
255,64288,west-bengal-bankura,4,F10,-1.8171,1994
256,46363,west-bengal-puruliya,4,F10,-1.7424,1994
257,22448,west-bengal-north-twenty-four-parganas,4,F10,0.6892,1994
258,28785,west-bengal-south-twenty-four-parganas,4,F10,0.6892,1994
259,12954,west-bengal-haora,4,F10,0.6892,1994
260,19137,west-bengal-murshidabad,5,F10,0.3387,1994
261,27566,west-bengal-bankura,5,F10,-0.1739,1994
262,24980,west-bengal-barddhaman,5,F10,0.8864,1994
263,24963,west-bengal-uttar-dinajpur,5,F10,-0.2909,1994
264,14751,west-bengal-north-twenty-four-parganas,5,F10,1.8261,1994
265,53362,west-bengal-paschim-medinipur,5,F10,-0.3810,1994
266,28411,west-bengal-purba-medinipur,5,F10,-0.0152,1994
267,21491,west-bengal-south-twenty-four-parganas,5,F10,1.3387,1994
268,21485,west-bengal-birbhum,5,F10,-0.0152,1994
269,19757,west-bengal-maldah,5,F10,-0.2909,1994
270,18415,west-bengal-dakshin-dinajpur,5,F10,-0.3016,1994
271,17873,west-bengal-koch-bihar,5,F10,-0.4386,1994
272,12811,west-bengal-jalpaiguri,5,F10,-0.2069,1994
273,12787,west-bengal-nadia,5,F10,1.6190,1994
274,6225,west-bengal-haora,5,F10,1.6190,1994
275,12651,west-bengal-darjiling,5,F10,0.7692,1994
276,16487,west-bengal-hugli,5,F10,1.9848,1994
277,18326,west-bengal-puruliya,5,F10,-0.1136,1994
278,12501,west-bengal-hugli,6,F10,2.0000,1994
279,13444,west-bengal-dakshin-dinajpur,6,F10,-0.4600,1994
280,7038,west-bengal-puruliya,6,F10,1.0000,1994
281,13850,west-bengal-south-twenty-four-parganas,6,F10,0.8444,1994
282,11189,west-bengal-north-twenty-four-parganas,6,F10,0.8696,1994
283,18967,west-bengal-purba-medinipur,6,F10,-0.2500,1994
284,8581,west-bengal-koch-bihar,6,F10,-0.9184,1994
285,3950,west-bengal-haora,6,F10,2.0000,1994
286,4843,west-bengal-jalpaiguri,6,F10,-0.3800,1994
287,10709,west-bengal-uttar-dinajpur,6,F10,-0.4600,1994
288,40602,west-bengal-paschim-medinipur,6,F10,-0.1304,1994
289,17553,west-bengal-bankura,6,F10,0.6786,1994
290,14597,west-bengal-birbhum,6,F10,0.8333,1994
291,14627,west-bengal-maldah,6,F10,-0.1750,1994
292,10156,west-bengal-nadia,6,F10,1.0000,1994
293,15722,west-bengal-murshidabad,6,F10,-1.0000,1994
294,16257,west-bengal-barddhaman,6,F10,1.5400,1994
295,2454,west-bengal-darjiling,6,F10,0.3077,1994
296,25444,west-bengal-purba-medinipur,7,F10,-0.8000,1994
297,11788,west-bengal-puruliya,7,F10,-0.0476,1994
298,5735,west-bengal-haora,7,F10,1.1250,1994
299,17784,west-bengal-birbhum,7,F10,-0.0625,1994
300,6066,west-bengal-darjiling,7,F10,0.7500,1994
301,14316,west-bengal-hugli,7,F10,2.0000,1994
302,23553,west-bengal-uttar-dinajpur,7,F10,-0.7500,1994
303,18234,west-bengal-bankura,7,F10,0.1000,1994
304,18565,west-bengal-south-twenty-four-parganas,7,F10,0.9231,1994
305,23994,west-bengal-maldah,7,F10,-0.6667,1994
306,18697,west-bengal-murshidabad,7,F10,-0.6000,1994
307,24784,west-bengal-dakshin-dinajpur,7,F10,-0.6667,1994
308,11284,west-bengal-nadia,7,F10,0.7500,1994
309,44831,west-bengal-paschim-medinipur,7,F10,-0.8000,1994
310,8308,west-bengal-jalpaiguri,7,F10,-0.2500,1994
311,15764,west-bengal-koch-bihar,7,F10,-0.1429,1994
