,count,key,month,satellite,vis_median,year
378,10332,tamilnadu-madurai,1,F10,1.5065,1994
379,6640,tamilnadu-dindigul,1,F10,0.5172,1994
380,17911,tamilnadu-pudukkottai,1,F10,0.2418,1994
381,11719,tamilnadu-salem,1,F10,1.9167,1994
382,565,tamilnadu-the-nilgiris,1,F10,0.0526,1994
383,29773,tamilnadu-viluppuram,1,F10,0.4737,1994
384,7284,tamilnadu-tirunelveli,1,F10,0.8333,1994
385,7507,tamilnadu-thoothukkudi,1,F10,0.3117,1994
386,12397,tamilnadu-dharmapuri,1,F10,0.0101,1994
387,1156,tamilnadu-kanniyakumari,1,F10,1.5376,1994
388,3479,tamilnadu-karur,1,F10,0.5065,1994
389,2694,tamilnadu-perambalur,1,F10,0.0526,1994
390,8490,tamilnadu-erode,1,F10,1.3117,1994
391,10024,tamilnadu-nagapattinam,1,F10,0.5111,1994
392,10238,tamilnadu-thiruvarur,1,F10,0.6429,1994
393,6035,tamilnadu-tiruppur,1,F10,0.7931,1994
394,6458,tamilnadu-ramanathapuram,1,F10,-0.1932,1994
395,17227,tamilnadu-vellore,1,F10,1.1170,1994
396,16750,tamilnadu-cuddalore,1,F10,0.6429,1994
397,9398,tamilnadu-sivaganga,1,F10,0.2418,1994
398,7723,tamilnadu-namakkal,1,F10,1.6429,1994
399,1308,tamilnadu-theni,1,F10,0.7821,1994
400,21466,tamilnadu-kancheepuram,1,F10,0.5111,1994
401,3748,tamilnadu-ariyalur,1,F10,0.0101,1994
402,17707,tamilnadu-thanjavur,1,F10,0.8068,1994
403,6279,tamilnadu-dindigul,2,F10,-0.0448,1994
404,13576,tamilnadu-krishnagiri,2,F10,-0.3958,1994
405,7011,tamilnadu-thoothukkudi,2,F10,-0.5857,1994
406,3566,tamilnadu-karur,2,F10,-0.4146,1994
407,10566,tamilnadu-thiruvarur,2,F10,-0.0448,1994
408,9785,tamilnadu-madurai,2,F10,0.3723,1994
409,8993,tamilnadu-tiruchirappalli,2,F10,-0.4118,1994
410,4127,tamilnadu-coimbatore,2,F10,0.8684,1994
411,1181,tamilnadu-kanniyakumari,2,F10,0.5854,1994
412,6451,tamilnadu-ramanathapuram,2,F10,-0.9268,1994
413,8775,tamilnadu-sivaganga,2,F10,-0.8706,1994
414,8018,tamilnadu-virudhunagar,2,F10,-0.4500,1994
415,14841,tamilnadu-thiruvallur,2,F10,1.3684,1994
416,6756,tamilnadu-tirunelveli,2,F10,-0.4118,1994
417,3543,tamilnadu-ariyalur,2,F10,-0.6618,1994
418,9478,tamilnadu-nagapattinam,2,F10,-0.3958,1994
419,16044,tamilnadu-cuddalore,2,F10,0.0238,1994
420,22459,tamilnadu-kancheepuram,2,F10,0.0732,1994
421,5524,tamilnadu-tiruppur,2,F10,0.4143,1994
422,16181,tamilnadu-pudukkottai,2,F10,-0.6618,1994
423,30118,tamilnadu-viluppuram,2,F10,-0.0448,1994
424,16549,tamilnadu-thanjavur,2,F10,-0.4118,1994
425,1269,tamilnadu-theni,2,F10,-0.4500,1994
426,8415,tamilnadu-namakkal,2,F10,1.0732,1994
427,14568,tamilnadu-dharmapuri,2,F10,-0.6316,1994
428,8167,tamilnadu-erode,2,F10,0.8191,1994
429,27005,tamilnadu-tiruvannamalai,2,F10,-0.4146,1994
430,12612,tamilnadu-salem,2,F10,1.5326,1994
431,19183,tamilnadu-vellore,2,F10,0.4143,1994
432,2959,tamilnadu-perambalur,2,F10,-0.8706,1994
433,566,tamilnadu-the-nilgiris,2,F10,-0.9762,1994
434,10780,tamilnadu-virudhunagar,3,F10,0.8588,1994
435,3873,tamilnadu-karur,3,F10,0.5882,1994
436,4299,tamilnadu-ariyalur,3,F10,0.2840,1994
437,8936,tamilnadu-thoothukkudi,3,F10,0.8588,1994
438,1411,tamilnadu-kanniyakumari,3,F10,2.0000,1994
439,24733,tamilnadu-kancheepuram,3,F10,0.3125,1994
440,1719,tamilnadu-theni,3,F10,1.0645,1994
441,11296,tamilnadu-nagapattinam,3,F10,1.2879,1994
442,4352,tamilnadu-coimbatore,3,F10,2.2840,1994
443,32308,tamilnadu-viluppuram,3,F10,0.5882,1994
